high_school,romanian_grade,county,specialisation,profile_exam_name,profile_exam_grade,optional_exam_name,optional_exam_grade,passed
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.5, VN, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" LICEUL TEORETIC ""PETRE PANDREA"" BALS",9.45, OT, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.85,True
" COLEGIUL NATIONAL ""SAMUEL VON BRUKENTHAL"" SIBIU",9.9, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, INFORMATICA SN C/C++,9.6,True
" LICEUL DE INFORMATICA ""TIBERIU POPOVICIU"" CLUJ-NAPOCA",9.65, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.8, VN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.5, INFORMATICA MI C/C++,10.0,True
 LICEUL TEORETIC Ă˘â‚¬â„˘OVIDIUSĂ˘â‚¬â„˘ CONSTANTA,9.5, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""TRAIAN DODA"" CARANSEBES",9.6, CS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",9.4, BH, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.9,True
" COLEGIUL NATIONAL ""GH.LAZAR"" SIBIU",9.7, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, INFORMATICA SN C/C++,9.6,True
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",9.7, OT, FILOLOGIE, ISTORIE,9.7, GEOGRAFIE,9.9,True
" COLEGIUL NATIONAL ""DIMITRIE CANTEMIR"" ONESTI",9.55, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""UNIREA"" TURNU MAGURELE",9.3, TR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.4, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MIERCUREA CIUC",9.5, HR, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" LICEUL TEORETIC ""O.C.TASLAUANU"" TOPLITA",9.5, HR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",10.0, VN, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.3,True
" COLEGIUL NATIONAL ""FERDINAND I"" BACAU",9.9, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.5,True
" COLEGIUL NATIONAL ""AL. I. CUZA"" FOCSANI",10.0, VN, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.45, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",10.0, IS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.3,True
" COLEGIUL NATIONAL MIRCEA CEL BATRAN, MUN. RM. VALCEA",9.6, VL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,9.7,True
" COLEGIUL NATIONAL ""SILVANIA"" ZALAU",9.6, SJ, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,9.7,True
" COLEGIUL NATIONAL ""CALISTRAT HOGAS"", MUNICIPIUL PIATRA-NEAMT",9.6, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",10.0, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.4,True
" COLEGIUL NATIONAL ""COSTACHE NEGRUZZI"", IASI",10.0, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.3," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""ALEXANDRU IOAN CUZA""",9.4, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",9.65, DB, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, CHIMIE ORGANICA TEO NIVEL I/II,9.75,True
" COLEGIUL NATIONAL ""COSTACHE NEGRI"", LOCALITATEA GALATI",9.6, GL, INVATATOR - EDUCATOARE, MATEMATICA PED,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.7, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.7,True
" COLEGIUL NATIONAL ""CUZA VODA"", MUN. HUSI",10.0, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.3," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""EMIL RACOVITA"", MUN. VASLUI",9.7, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.6,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" SLOBOZIA",9.75, IL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.65,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" ORADEA",9.7, BH, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.6,True
" COLEGIUL NATIONAL ""ALEXANDRU VLAHUTA"" MUNICIPIUL RIMNICU SARAT",9.7, BZ, FILOLOGIE, ISTORIE,9.6, GEOGRAFIE,10.0,True
" LICEUL TEOLOGIC BAPTIST ""EMANUEL"" ORADEA",9.9, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" LICEUL TEOLOGIC BAPTIST ""EMANUEL"" ORADEA",9.6, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.8,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"" BACAU",9.5, BC, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""PETRU RARES"", MUNICIPIUL PIATRA-NEAMT",9.9, NT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.4,True
" LICEUL TEORETIC ""SAMUIL MICU"" SARMASU",10.0, MS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.45, CHIMIE ORGANICA TEO NIVEL I/II,9.85,True
" LICEUL PEDAGOGIC ""GHEORGHE SINCAI"" ZALAU",9.7, SJ, INVATATOR - EDUCATOARE, MATEMATICA PED,10.0, GEOGRAFIE,9.6,True
" LICEUL DE INFORMATICA ""TIBERIU POPOVICIU"" CLUJ-NAPOCA",9.4, CJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
" LICEUL TEORETIC ""ALEXANDRU IOAN CUZA""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, FIZICA TEO,9.75,True
" LICEUL TEORETIC ""GRIGORE MOISIL"" MUN.TIMISOARA",9.8, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.6,True
 LICEUL TEORETIC Ă˘â‚¬â„˘TRAIANĂ˘â‚¬â„˘ CONSTANTA,9.6, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"", LOCALITATEA GALATI",9.6, GL, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.9, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""GH. ROSCA CODREANU"", MUN. BARLAD",9.5, VS, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""ANDREI MURESANU"" BISTRITA",9.3, BN, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ANDREI MURESANU"" BISTRITA",9.6, BN, STIINTE SOCIALE, ISTORIE,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""ALEXANDRU IOAN CUZA"", IASI",9.6, IS, FILOLOGIE, ISTORIE,9.7," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEHNOLOGIC ""ION NISTOR"" VICOVU DE SUS",9.55, SV, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",9.75, BC, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.75, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",9.5, DB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" COLEGIUL NATIONAL ""SPIRU HARET"", LOCALITATEA TECUCI",9.7, GL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI C/C++,9.7,True
" COLEGIUL NATIONAL ""UNIREA"" FOCSANI",9.7, VN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, FIZICA TEO,9.7,True
" COLEGIUL NATIONAL ""GIB MIHAESCU"" DRAGASANI",9.3, VL, FILOLOGIE, ISTORIE,10.0, SOCIOLOGIE,10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",9.3, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" LICEUL TEORETIC ""MIHAIL KOGALNICEANU"", MUN. VASLUI",9.6, VS, STIINTE SOCIALE, ISTORIE,10.0, ECONOMIE,9.7,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.6, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.7,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.65, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.6,True
 LICEUL TEORETIC Ă˘â‚¬â„˘GEORGE EMIL PALADEĂ˘â‚¬â„˘ CONSTANTA,9.25, CT, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""IOAN SLAVICI"" SATU MARE",10.0, SM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, INFORMATICA MI C/C++,9.55,True
" COLEGIUL NATIONAL ""EMANUIL GOJDU"" ORADEA",9.6, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.65," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""TRAIAN""",10.0, MH, FILOLOGIE, ISTORIE,9.25," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""DIMITRIE CANTEMIR"" ONESTI",9.65, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,9.8,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.25, PH, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,10.0,True
" COLEGIUL NATIONAL ""I.L.CARAGIALE""",9.8, B, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.45,True
" COLEGIUL NATIONAL ""SPIRU HARET""",9.7, B, STIINTE SOCIALE, ISTORIE,9.55, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL DE INFORMATICA ""TUDOR VIANU""",9.5, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, FIZICA TEO,10.0,True
 LICEUL TEORETIC INTERNATIONAL DE INFORMATICA BUCURESTI,9.35, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.9,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL""",9.75, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.5,True
" COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MARGHITA",10.0, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, INFORMATICA MI C/C++,9.45,True
" COLEGIUL NATIONAL ""ION MINULESCU"" SLATINA",9.6, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.65,True
" COLEGIUL NATIONAL ""FRATII BUZESTI"" CRAIOVA",9.35, DJ, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL ""HOREA CLOSCA SI CRISAN"" ALBA IULIA",9.4, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" COLEGIUL NATIONAL ""ELENA CUZA"" CRAIOVA",9.25, DJ, FILOLOGIE, ISTORIE,10.0, ECONOMIE,10.0,True
" LICEUL TEORETIC ""NICOLAE IORGA"" BRAILA",9.65, BR, STIINTE SOCIALE, ISTORIE,9.9, SOCIOLOGIE,9.7,True
" COLEGIUL NATIONAL ""ION C. BRATIANU"" PITESTI",9.5, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,9.95,True
" LICEUL TEORETIC ""NICOLAE BALCESCU"" CLUJ-NAPOCA",9.4, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,9.85,True
" LICEUL ""DR. LAZAR CHIRILA"" BAIA DE ARIES",9.45, AB, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.8,True
" LICEUL TEOLOGIC BAPTIST ""EMANUEL"" ORADEA",9.55, BH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.7,True
" COLEGIUL NATIONAL ""GH. ROSCA CODREANU"", MUN. BARLAD",9.65, VS, FILOLOGIE, ISTORIE,10.0, FILOSOFIE,9.6,True
" COLEGIUL NATIONAL ""ELENA CUZA"" CRAIOVA",9.6, DJ, FILOLOGIE, ISTORIE,9.65," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL PEDAGOGIC ""CARMEN SYLVA"" MUN.TIMISOARA",9.5, TM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, BIOLOGIE VEGETALA SI ANIMALA,10.0,True
" LICEUL ""DR. LAZAR CHIRILA"" BAIA DE ARIES",9.3, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""CANTEMIR VODA""",9.75, B, STIINTE SOCIALE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.5,True
 COLEGIUL NATIONAL 'ANDREI SAGUNA' BRASOV,9.25, BV, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""ELENA GHIBA BIRTA"" ARAD",9.35, AR, FILOLOGIE, ISTORIE,9.9, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.5, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.75,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"" TURDA",9.75, CJ, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.7,True
" COLEGIUL NATIONAL MILITAR ""MIHAI VITEAZUL"" ALBA IULIA",9.6, AB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,9.85,True
" LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",9.25, AG, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" LICEUL PREDA BUZESCU, ORAS BERBESTI",9.8, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.75,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI""",9.4, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,10.0,True
" LICEUL TEHNOLOGIC ""LUCIAN BLAGA"" REGHIN",9.5, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, INFORMATICA MI C/C++,9.8,True
" COLEGIUL NATIONAL ""VASILE ALECSANDRI"" BACAU",10.0, BC, STIINTE SOCIALE, ISTORIE,9.25," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""O.GOGA"" SIBIU",9.45, SB, FILOLOGIE, ISTORIE,9.8," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""EUDOXIU HURMUZACHI"" RADAUTI",10.0, SV, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.5," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.75,True
" COLEGIUL NATIONAL ""DECEBAL"" DEVA",9.25, HD, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""LIVIU REBREANU"" BISTRITA",9.6, BN, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.65,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"" ALEXANDRIA",9.8, TR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, CHIMIE ORGANICA TEO NIVEL I/II,9.55,True
 COLEGIUL NATIONAL 'UNIREA' BRASOV,9.25, BV, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IASI",9.4, IS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL PEDAGOGIC ""STEFAN ODOBLEJA""",9.6, MH, INVATATOR - EDUCATOARE, MATEMATICA PED,9.9," LOGICA, ARGUMENTARE SI COMUNICARE",9.75,True
" COLEGIUL NATIONAL ""MIHAI VITEAZUL"", MUNICIPIUL PLOIESTI",9.9, PH, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.55, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"", IASI",9.5, IS, FILOLOGIE, ISTORIE,9.75, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""MOISE NICOARA"" ARAD",9.4, AR, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.85, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""MIHAI EMINESCU"" BOTOSANI",9.6, BT, STIINTE SOCIALE, ISTORIE,9.85," LOGICA, ARGUMENTARE SI COMUNICARE",9.8,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.9, MM, STIINTE ALE NATURII, MATEMATICA ST-NAT,9.35," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",10.0,True
" COLEGIUL NATIONAL ""IENACHITA VACARESCU"" TARGOVISTE",9.75, DB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.5,True
" COLEGIUL NATIONAL ""ZINCA GOLESCU"" PITESTI",9.65, AG, STIINTE SOCIALE, ISTORIE,9.6, GEOGRAFIE,10.0,True
" LICEUL GRECO-CATOLIC ""INOCHENTIE MICU"" CLUJ-NAPOCA",9.25, CJ, STIINTE SOCIALE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""VASILE LUCACIU"" BAIA MARE",9.6, MM, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.65,True
" COLEGIUL NATIONAL ""OCTAVIAN GOGA"" MIERCUREA CIUC",9.5, HR, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.75,True
" COLEGIUL NATIONAL ""GH.LAZAR"" SIBIU",9.25, SB, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, INFORMATICA SN C/C++,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE VRANCEANU"" BACAU",9.85, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.55, FIZICA TEO,9.85,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.25, B, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""DIMITRIE CANTEMIR"", IASI",9.45, IS, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.8,True
" COLEGIUL NATIONAL ""ALEXANDRU PAPIU ILARIAN"" TIRGU MURES",9.7, MS, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.75,True
" COLEGIUL NATIONAL ""B. P. HASDEU"" MUNICIPIUL BUZAU",9.5, BZ, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, CHIMIE ORGANICA TEO NIVEL I/II,9.75,True
 LICEUL TEORETIC COSTESTI,9.7, AG, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,9.55,True
" COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA",9.85, VL, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0," ANATOMIE SI FIZIOLOGIE UMANA, GENETICA SI ECOLOGIE UMANA",9.4,True
" LICEUL TEORETIC ""MIHAI VITEAZUL"" CARACAL",9.5, OT, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.95, CHIMIE ORGANICA TEO NIVEL I/II,9.8,True
" COLEGIUL NATIONAL ""GRIGORE MOISIL""",9.25, B, FILOLOGIE, ISTORIE,10.0, GEOGRAFIE,10.0,True
" COLEGIUL NATIONAL ""EMIL RACOVITA"", IASI",9.6, IS, FILOLOGIE, ISTORIE,9.65," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" COLEGIUL NATIONAL ""ALEXANDRU IOAN CUZA"", MUNICIPIUL PLOIESTI",9.85, PH, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.7, INFORMATICA MI PASCAL,9.7,True
" COLEGIUL NATIONAL DE INFORMATICA MATEI BASARAB, MUN. RM. VALCEA",9.25, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI""",9.7, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.55, FIZICA TEO,10.0,True
" COLEGIUL NATIONAL ""CONSTANTIN DIACONOVICI LOGA"" MUN.TIMISOARA",9.85, TM, STIINTE ALE NATURII, MATEMATICA ST-NAT,10.0, FIZICA TEO,9.4,True
" COLEGIUL NATIONAL Ă˘â‚¬ĹľMIHAI EMINESCU"" SATU MARE",9.6, SM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, INFORMATICA MI PASCAL,9.75,True
" LICEUL PEDAGOGIC ""SPIRU HARET"" MUNICIPIUL BUZAU",9.8, BZ, INVATATOR - EDUCATOARE, MATEMATICA PED,9.45," LOGICA, ARGUMENTARE SI COMUNICARE",10.0,True
" LICEUL TEORETIC ""ION MIHALACHE"" TOPOLOVENI",9.35, AG, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.9,True
 COLEGIUL NATIONAL 'DR. IOAN MESOTA' BRASOV,9.65, BV, FILOLOGIE, ISTORIE,10.0," LOGICA, ARGUMENTARE SI COMUNICARE",9.6,True
" COLEGIUL NATIONAL ""GHEORGHE LAZAR""",9.5, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.75, INFORMATICA MI C/C++,10.0,True
" COLEGIUL NATIONAL ""GHEORGHE SINCAI"" BAIA MARE",9.6, MM, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, INFORMATICA MI C/C++,9.65,True
" COLEGIUL NATIONAL ALEXANDRU LAHOVARI, MUN. RM. VALCEA",9.25, VL, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,10.0,True
" LICEUL TEORETIC ""SPIRU HARET"" MOINESTI",9.55, BC, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.8, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL ""NICOLAE TITULESCU"" PUCIOASA",9.35, DB, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,10.0, FIZICA TEO,9.9,True
" COLEGIUL NATIONAL ""SFANTUL SAVA""",9.4, B, MATEMATICA-INFORMATICA, MATEMATICA MATE-INFO,9.9, BIOLOGIE VEGETALA SI ANIMALA,9.95,True
 LICEUL TEOLOGIC ADVENTIST CRAIOVA,9.45, DJ, TEOLOGIE ADVENTISTA, ISTORIE,10.0, GEOGRAFIE,9.8,True
